Depth(ft),Field Name,Well Name,Facies Association ,Operation Code,Operation Code-Numeric,Group Facies Association ,Perm(mD),Porosity (Frac),CEC,KKLCorrection Factor,Corrected K (mD),Corrected PhiT,Kv,Log(R35),R35,R35 Grouping,RQI,NPHI,FZI,HFU
6303,ABC,5,FA-1,F1-Cgpbm,1,GFA-1,916.62,0.193,-999.25,0.038525794,881.306487,0.18914,77.54132112,1.36304581,23.06990523,4,2.163942209,0.239157373,9.048193587,9
5745.8642,ABC,3,FA-1,F1-CGpbm,1,GFA-1,308,0.166,-999.25,0.052972939,291.6843348,0.16268,47.11625598,1.141094433,13.83867255,3,1.35254263,0.199040767,6.795304539,7
5745.8634,ABC,3,FA-1,F1-CGpbm,1,GFA-1,255.45,0.164,-999.25,0.055947097,241.1583142,0.16072,35.9714847,1.097870789,12.52768396,3,1.239254994,0.196172249,6.317177894,6
6359.119,ABC,5,FA-1,F1-Cgpbx,1,GFA-1,233.17,0.24,-999.25,0.057457994,219.7725196,0.2352,7.297909941,0.931689019,8.544546522,3,0.978724283,0.315789474,3.099293562,3
6358.2043,ABC,5,FA-1,F1-Cgpbx,1,GFA-1,171.45,0.208,-999.25,0.06285542,160.6734383,0.20384,20.70265078,0.906866122,8.069862266,3,0.901502064,0.262626263,3.432642474,3
6360.0337,ABC,5,FA-1,F1-Cgpbx,1,GFA-1,135.64,0.212,-999.25,0.067305979,126.510617,0.20776,14.25676713,0.839889831,6.916554947,2,0.794247046,0.269035533,2.952201284,3
5749.4426,ABC,3,FA-1,F1-CGpbm,1,GFA-1,115.73,0.141,-999.25,0.070499276,107.5711187,0.13818,5.525902312,0.952380907,8.961504085,3,0.899586788,0.164144354,5.480461352,5
5751.759,ABC,3,FA-1,F1-CGpbm,1,GFA-1,72,0.136,-999.25,0.080978511,66.16954718,0.13328,1.084888921,0.844733891,6.994133072,2,0.722481019,0.157407407,4.589879418,5
5748.1212,ABC,3,FA-1,F1-CGpbm,1,GFA-1,22.02,0.138,-999.25,0.114448004,19.49985496,0.13524,1.446493621,0.53672105,3.44128824,2,0.396642057,0.160092807,2.47757575,2
5747.2468,ABC,3,FA-1,F1-CGpbm,1,GFA-1,17.31,0.136,-999.25,0.122780143,15.18467573,0.13328,1.657213576,0.480741059,3.025109219,2,0.354249077,0.157407407,2.25052355,2
5750.7651,ABC,3,FA-1,F1-CGpbm,1,GFA-1,15.63,0.135,-999.25,0.126495436,13.65287633,0.1323,0.604590756,0.457439503,2.867077966,1,0.337864259,0.156069364,2.164833958,2
5755.7315,ABC,3,FA-1,F1-CGpbm,1,GFA-1,14,0.111,-999.25,0.130629568,12.17118604,0.10878,0.159498189,0.502764231,3.182469362,2,0.35264049,0.124859393,2.824300863,3
5755.7307,ABC,3,FA-1,F1-CGpbm,1,GFA-1,11.19,0.11,-999.25,0.139460909,9.629432424,0.1078,0.005677732,0.448948811,2.811569419,1,0.316700208,0.123595506,2.562392593,3
5748.7037,ABC,3,FA-1,F1-CGpbm,1,GFA-1,5.29,0.121,-999.25,0.173564868,4.371841849,0.11858,0.325720323,0.221865375,1.666730471,1,0.207617902,0.137656428,1.508232531,2
5753.0832,ABC,3,FA-1,F1-CGpbm,1,GFA-1,3.07,0.11,-999.25,0.203454112,2.445395875,0.1078,0.051639685,0.118674085,1.314238195,1,0.165883234,0.123595506,1.342146165,1
5727.3215,ABC,3,FA-1,F2-Spbx,2,GFA-1,3096.8999,0.244,-999.25,0.026999775,3013.284299,0.23912,119.3434557,1.585960365,38.54431792,6,3.537515235,0.322751323,10.96049802,11
6307,ABC,5,FA-1,F2-Spbx,2,GFA-1,2543.8899,0.233,-999.25,0.028596005,,,448.1738297,1.553037491,35.73036816,6,3.2809593,0.303780965,10.80041109,11
6311,ABC,5,FA-1,F2-Spbx,2,GFA-1,1825.77,0.204,-999.25,0.031504212,1768.250554,0.19992,268.3705474,1.518209823,32.97689964,6,2.970555,0.256281407,11.59098912,12
6304.699,ABC,5,FA-1,F2-Spbx,2,GFA-1,1804.5699,0.207,-999.25,0.031611839,1747.524128,0.20286,81.85461537,1.509749362,32.34069603,6,2.931779676,0.261034048,11.23140717,11
6276.5,ABC,5,FA-1,F2-Spbx,2,GFA-1,1772.41,0.231,-999.25,0.031778261,1716.085892,0.22638,14.79828576,1.463994994,29.10683568,5,2.750462664,0.300390117,9.156302114,9
6279.2907,ABC,5,FA-1,F2-Spbx,2,GFA-1,1684.62,0.228,-999.25,0.032253163,1630.285677,0.22344,175.1258051,1.45592744,28.57113151,5,2.699064113,0.295336788,9.138936381,9
6308.6,ABC,5,FA-1,F2-Spbx,2,GFA-1,1680,0.222,-999.25,0.032279037,1625.771218,0.21756,140.4515919,1.465232888,29.18991886,5,2.731541491,0.285347044,9.572699461,10
6306,ABC,5,FA-1,F2-Spbx,2,GFA-1,1646.5,0.224,-999.25,0.032469444,1593.039061,0.21952,209.7172708,1.456724012,28.62358406,5,2.69207098,0.288659794,9.326103037,9
6308.5,ABC,5,FA-1,F2-Spbx,2,GFA-1,1527.12,0.21,-999.25,0.033190968,1476.433409,0.2058,164.4153925,1.46171995,28.95475872,5,2.677667104,0.265822785,10.07312863,10
6283.4767,ABC,5,FA-1,F2-Spbx,2,GFA-1,1520.5699,0.219,-999.25,0.033232653,1470.037328,0.21462,50.68784739,1.444876042,27.85326055,5,2.616440032,0.280409731,9.330774726,9
6310,ABC,5,FA-1,F2-Spbx,2,GFA-1,1461.85,0.209,-999.25,0.033617023,1412.706954,0.20482,223.7688936,1.452356462,28.33716913,5,2.626079752,0.264222503,9.938895136,10
5726.16,ABC,3,FA-1,F2-Spbx,2,GFA-1,1428.38,0.24,-999.25,0.033845154,1380.036258,0.2352,275.1905218,1.394545618,24.8053648,5,2.422400277,0.315789474,7.670934211,8
5740.6948,ABC,3,FA-1,F2-Spbx,2,GFA-1,1282.85,0.252,-999.25,0.034923963,1238.047794,0.24696,8.808491793,1.348797349,22.32530236,4,2.240357456,0.336898396,6.64994991,7
6312.7,ABC,5,FA-1,F2-Spbx,2,GFA-1,1260,0.261,-999.25,0.035107724,1215.764267,0.25578,93.74317884,1.331040482,21.43090357,4,2.181698168,0.353179973,6.177298644,6
5724.9267,ABC,3,FA-1,F2-Spbx,2,GFA-1,1153.67,0.204,-999.25,0.036023263,1112.111042,0.19992,171.1852434,1.400983516,25.17581368,5,2.361322819,0.256281407,9.21378904,9
6312.701,ABC,5,FA-1,F2-Spbx,2,GFA-1,1108.39,0.229,-999.25,0.036446904,1067.992616,0.22442,70.14218655,1.347381391,22.25263228,4,2.184530971,0.297016861,7.354905585,7
5729.6424,ABC,3,FA-1,F2-Spbx,2,GFA-1,1086.79,0.203,-999.25,0.036656952,1046.951591,0.19894,65.62908575,1.387577056,24.4105214,5,2.297494318,0.254705144,9.020211681,9
5739.9667,ABC,3,FA-1,F2-Spbx,2,GFA-1,1050,0.239,-999.25,0.037027433,1011.121196,0.23422,15.16617719,1.317523521,20.77416236,4,2.081255254,0.314060447,6.626925724,7
5741.4228,ABC,3,FA-1,F2-Spbx,2,GFA-1,976.46,0.251,-999.25,0.037820893,939.529411,0.24598,254.2727999,1.280598726,19.08089429,4,1.958483947,0.335113485,5.84424094,6
6330,ABC,5,FA-1,F2-Spbx,2,GFA-1,838.44,0.22,-999.25,0.039541857,805.2865257,0.2156,85.6712601,1.291148333,19.55007075,4,1.938448656,0.282051282,6.872681599,7
5739.9659,ABC,3,FA-1,F2-Spbx,2,GFA-1,837.21,0.24,-999.25,0.039558811,804.0909677,0.2352,26.63245872,1.258124119,18.11857836,4,1.854561462,0.315789474,5.872777962,6
5742.1517,ABC,3,FA-1,F2-Spbx,2,GFA-1,783.46,0.237,-999.25,0.040332762,751.8608942,0.23226,154.3226275,1.245899324,17.61567641,4,1.805360305,0.31061599,5.812193723,6
5728.8443,ABC,3,FA-1,F2-Spbx,2,GFA-1,754,0.222,-999.25,0.040786688,723.2468369,0.21756,119.9223009,1.260645381,18.22407027,4,1.829948357,0.285347044,6.413062262,6
6281.1512,ABC,5,FA-1,F2-Spbx,2,GFA-1,671.58,0.224,-999.25,0.042188913,643.2467699,0.21952,4.093961798,1.227719192,16.89348271,4,1.719311294,0.288659794,5.956185554,6
5728.8451,ABC,3,FA-1,F2-Spbx,2,GFA-1,592,0.224,-999.25,0.043771652,566.0871819,0.21952,78.02038776,1.195510876,15.68595178,4,1.614234007,0.288659794,5.592167809,6
6331,ABC,5,FA-1,F2-Spbx,2,GFA-1,544.17,0.186,-999.25,0.044861767,519.7575722,0.18228,82.39883854,1.243752758,17.52882311,4,1.698401926,0.228501229,7.432791226,7
6327,ABC,5,FA-1,F2-Spbx,2,GFA-1,455.82,0.233,-999.25,0.047243625,434.2854109,0,11.6225741,1.11397499,13.00094706,3,1.388827719,0.303780965,4.57180627,5
6355.4647,ABC,5,FA-1,F2-Spbx,2,GFA-1,402.95,0.227,-999.25,0.048975349,383.2153831,0,33.28893869,1.092281342,12.36748355,3,1.322946554,0.293661061,4.505011835,5
6320,ABC,5,FA-1,F2-Spbx,2,GFA-1,401.51,0.169,-999.25,0.049026573,381.8253406,0,0.643505209,1.202079351,15.92499668,4,1.530504035,0.203369434,7.525732859,8
6328,ABC,5,FA-1,F2-Spbx,2,GFA-1,347,0.228,-999.25,0.051160487,329.2473109,0.22344,32.38067648,1.052458023,11.28386868,3,1.224974257,0.295336788,4.147719852,4
6329,ABC,5,FA-1,F2-Spbx,2,GFA-1,345.6,0.208,-999.25,0.051220917,327.8980511,0.20384,19.76639794,1.085874634,12.18637769,3,1.279925959,0.262626263,4.87356423,5
6325,ABC,5,FA-1,F2-Spbx,2,GFA-1,343.48,0.243,-999.25,0.051313029,325.8550007,0.23814,56.48069603,1.025946235,10.61564128,3,1.180530572,0.321003963,3.67761993,4
6314.299,ABC,5,FA-1,F2-Spbx,2,GFA-1,328.56,0.21,-999.25,0.051982766,311.4805422,0.2058,13.05428222,1.069371967,11.73199764,3,1.242016443,0.265822785,4.672347573,5
6324,ABC,5,FA-1,F2-Spbx,2,GFA-1,320.8,0.213,-999.25,0.052346837,304.0071347,0.20874,16.25104151,1.057945826,11.42735781,3,1.218588362,0.27064803,4.50248376,5
5743.6064,ABC,3,FA-1,F2-Spbx,2,GFA-1,308.98,0.209,-999.25,0.052923823,292.6275971,0.20482,8.289023996,1.055472666,11.3624678,3,1.207318038,0.264222503,4.569323294,5
